age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,timestamp
29,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,2025-07-02T03:07:07.330080
45,Local-gov,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,2025-07-02T03:07:09.693012
75,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,20,United-States,2025-07-02T03:07:11.915164
42,Private,HS-grad,9,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,?,2025-07-02T03:07:13.978299
37,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,2025-07-02T03:07:15.870520
51,Private,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,25,United-States,2025-07-02T03:07:17.586743
61,Local-gov,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,2025-07-02T03:07:19.128900
33,Private,Assoc-acdm,12,Never-married,Exec-managerial,Unmarried,White,Female,2174,0,55,?,2025-07-02T03:07:20.505865
50,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,2025-07-02T03:07:21.733095
59,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,2025-07-02T03:07:22.832017
25,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,30,United-States,2025-07-02T03:07:23.829175
22,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,16,United-States,2025-07-02T03:07:24.755167
56,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,2025-07-02T03:07:25.643432
44,Private,Bachelors,13,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,2025-07-02T03:07:26.528909
35,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,2025-07-02T03:07:27.446651
57,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,2025-07-02T03:07:28.430424
47,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,15024,0,50,United-States,2025-07-02T03:07:29.511361
27,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,2025-07-02T03:07:30.716722
50,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2051,20,United-States,2025-07-02T03:07:32.068805
30,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Male,0,0,40,?,2025-07-02T03:07:33.584062
46,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,2025-07-02T03:07:35.272436
48,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,2025-07-02T03:07:37.136971
61,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,2025-07-02T03:07:39.173687
33,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,87,United-States,2025-07-02T03:07:41.371740
40,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,2025-07-02T03:07:43.713854
58,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,2025-07-02T03:07:46.177009
46,Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,50,United-States,2025-07-02T03:07:48.733359
35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-02T03:07:51.351346
51,Self-emp-inc,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,2025-07-02T03:07:53.996951
37,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,2025-07-02T03:07:56.635056
64,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2057,60,China,2025-07-02T03:07:59.230840
41,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,54,United-States,2025-07-02T03:08:01.751172
18,Private,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,594,0,30,United-States,2025-07-02T03:08:04.165927
44,Self-emp-not-inc,11th,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,88,United-States,2025-07-02T03:08:06.449189
41,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Amer-Indian-Eskimo,Female,0,0,48,United-States,2025-07-02T03:08:08.580286
33,State-gov,Some-college,10,Separated,Prof-specialty,Not-in-family,White,Male,10520,0,40,United-States,2025-07-02T03:08:10.544610
37,Private,9th,5,Separated,Priv-house-serv,Unmarried,White,Female,0,0,16,Mexico,2025-07-02T03:08:12.334204
34,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,2025-07-02T03:08:13.948075
24,Federal-gov,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,0,0,40,?,2025-07-02T03:08:15.392237
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,2025-07-02T03:08:16.679468
38,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,2025-07-02T03:08:17.828804
28,Private,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,2025-07-02T03:08:18.864778
20,Self-emp-not-inc,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,45,United-States,2025-07-02T03:08:19.816442
22,Federal-gov,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,8,United-States,2025-07-02T03:08:20.716209
55,Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,73,United-States,2025-07-02T03:08:21.598562
20,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,35,United-States,2025-07-02T03:08:22.498678
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,2025-07-02T03:08:23.451025
20,Self-emp-inc,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,70,United-States,2025-07-02T03:08:24.487989
40,Private,9th,5,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,2025-07-02T03:08:25.638583
33,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,2025-07-02T03:08:26.927290
54,?,Some-college,10,Divorced,?,Own-child,White,Male,0,0,50,United-States,2025-07-02T03:08:28.373085
24,Private,HS-grad,9,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,2025-07-02T03:08:29.988684
25,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,46,United-States,2025-07-02T03:08:31.780031
18,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,8,United-States,2025-07-02T03:08:33.746063
49,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,2025-07-02T03:08:35.878754
17,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,17,United-States,2025-07-02T03:08:38.163434
34,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,2025-07-02T03:08:40.579374
37,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,2025-07-02T03:08:43.100609
49,Federal-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,2025-07-02T03:08:45.696981
74,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,15831,0,40,United-States,2025-07-02T03:08:48.335333
37,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,2025-07-02T03:08:50.980836
20,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1573,40,United-States,2025-07-02T03:08:53.598375
40,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,2025-07-02T03:08:56.153949
34,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,27828,0,40,United-States,2025-07-02T03:08:58.616031
30,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1740,40,Haiti,2025-07-02T03:09:00.956818
44,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,Puerto-Rico,2025-07-02T03:09:03.153342
40,Private,10th,6,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,32,United-States,2025-07-02T03:09:05.188390
58,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Greece,2025-07-02T03:09:07.051182
44,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-02T03:09:08.737810
42,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,25,United-States,2025-07-02T03:09:10.251385
39,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,18,United-States,2025-07-02T03:09:11.601920
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,2025-07-02T03:09:12.805925
41,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,70,United-States,2025-07-02T03:09:13.885755
29,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,2025-07-02T03:09:14.868713
34,Federal-gov,Some-college,10,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,2025-07-02T03:09:15.785965
38,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,15,United-States,2025-07-02T03:09:16.671297
27,Private,Preschool,1,Married-civ-spouse,Farming-fishing,Other-relative,White,Male,41310,0,24,Mexico,2025-07-02T03:09:17.559766
54,Private,Some-college,10,Divorced,Craft-repair,Unmarried,White,Female,0,0,48,United-States,2025-07-02T03:09:18.486305
40,Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,37,United-States,2025-07-02T03:09:19.484329
19,Private,Some-college,10,Never-married,Sales,Other-relative,White,Female,0,0,25,United-States,2025-07-02T03:09:20.584403
17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,594,0,10,United-States,2025-07-02T03:09:21.813025
33,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,2025-07-02T03:09:23.191565
80,Private,7th-8th,4,Widowed,Other-service,Not-in-family,White,Female,0,0,24,United-States,2025-07-02T03:09:24.735420
24,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,2025-07-02T03:09:26.453394
28,Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,2025-07-02T03:09:28.347349
55,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,2025-07-02T03:09:30.412134
21,Private,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,2025-07-02T03:09:32.635785
51,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States,2025-07-02T03:09:35.000005
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,United-States,2025-07-02T03:09:37.480894
42,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,24,United-States,2025-07-02T03:09:40.049899
60,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,48,United-States,2025-07-02T03:09:42.674956
20,?,Some-college,10,Never-married,?,Own-child,Black,Female,0,0,40,United-States,2025-07-02T03:09:45.321765
51,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-02T03:09:47.955160
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,2025-07-02T03:09:50.540508
37,State-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-02T03:09:53.045094
26,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,52,United-States,2025-07-02T03:09:55.439421
42,Federal-gov,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,60,United-States,2025-07-02T03:09:57.698387
40,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,2025-07-02T03:09:59.802287
55,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-02T03:10:01.737601
33,Private,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,32,United-States,2025-07-02T03:10:03.497525
62,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1977,60,United-States,2025-07-02T03:10:05.082250
47,Private,10th,6,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,2025-07-02T03:10:06.498953
26,Private,12th,8,Never-married,Sales,Other-relative,Black,Male,0,0,51,United-States,2025-07-02T03:10:07.761505
59,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,20,Puerto-Rico,2025-07-02T03:10:08.889928
70,Local-gov,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,17,United-States,2025-07-02T03:10:09.909587
26,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,2025-07-02T03:10:10.850184
47,Private,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,2025-07-02T03:10:11.744576
25,Private,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,2025-07-02T03:10:12.627458
52,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,60,United-States,2025-07-02T03:10:13.533985
46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-02T03:10:14.498371
67,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,0,0,20,United-States,2025-07-02T03:10:15.552523
34,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2025-07-02T03:10:16.724766
53,State-gov,Some-college,10,Divorced,Adm-clerical,Other-relative,White,Female,4650,0,40,United-States,2025-07-02T03:10:18.038722
22,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,2025-07-02T03:10:19.512360
39,Local-gov,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,42,United-States,2025-07-02T03:10:21.157284
54,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,United-States,2025-07-02T03:10:22.978270
24,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,2025-07-02T03:10:24.973073
37,Private,HS-grad,9,Separated,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,2025-07-02T03:10:27.132520
38,Private,10th,6,Never-married,Prof-specialty,Not-in-family,White,Male,0,2559,90,United-States,2025-07-02T03:10:29.440875
41,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,2025-07-02T03:10:31.876463
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,33,United-States,2025-07-02T03:10:34.412540
43,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,2025-07-02T03:10:37.018352
39,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,2025-07-02T03:10:39.660367
26,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,2025-07-02T03:10:42.303611
49,Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,4650,0,40,United-States,2025-07-02T03:10:44.913057
37,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,2025-07-02T03:10:47.455030
43,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2025-07-02T03:10:49.898542
54,Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-02T03:10:52.216531
53,Self-emp-inc,5th-6th,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Mexico,2025-07-02T03:10:54.386940
57,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,2025-07-02T03:10:56.393594
28,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-02T03:10:58.226848
29,Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,2025-07-02T03:10:59.883968
21,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,2025-07-02T03:11:01.369245
51,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-02T03:11:02.693818
46,State-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,2025-07-02T03:11:03.875233
50,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,United-States,2025-07-02T03:11:04.936745
50,Self-emp-not-inc,HS-grad,9,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,0,0,48,South,2025-07-02T03:11:05.906388
36,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,2025-07-02T03:11:06.815858
31,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-02T03:11:07.699251
20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,United-States,2025-07-02T03:11:08.591702
36,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,2025-07-02T03:11:09.527986
38,Private,HS-grad,9,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,2025-07-02T03:11:10.541128
37,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,2025-07-02T03:11:11.661092
39,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,2025-07-02T03:11:12.913580
18,Private,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,36,United-States,2025-07-02T03:11:14.319014
33,Private,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,0,0,50,United-States,2025-07-02T03:11:15.891717
35,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,1151,0,40,United-States,2025-07-02T03:11:17.639343
23,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,2025-07-02T03:11:19.562573
37,Private,Bachelors,13,Separated,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,36,Philippines,2025-07-02T03:11:21.655087
25,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,2025-07-02T03:11:23.903816
51,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,Black,Male,0,0,40,United-States,2025-07-02T03:11:26.289465
35,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,2025-07-02T03:11:28.787278
54,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,2025-07-02T03:11:31.368028
66,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,30,United-States,2025-07-02T03:11:33.999183
32,Private,HS-grad,9,Never-married,Other-service,Unmarried,Black,Female,0,0,13,United-States,2025-07-02T03:11:36.646199
37,Self-emp-not-inc,Bachelors,13,Never-married,Protective-serv,Not-in-family,White,Male,0,0,55,United-States,2025-07-02T03:11:39.273901
29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,2025-07-02T03:11:41.847886
45,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,37,United-States,2025-07-02T03:11:44.335889
61,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,2025-07-02T03:11:46.709075
40,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,2025-07-02T03:11:48.943185
24,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Female,0,0,49,United-States,2025-07-02T03:11:51.019507
49,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,38,United-States,2025-07-02T03:11:52.925616
51,Self-emp-not-inc,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,25236,0,50,United-States,2025-07-02T03:11:54.655876
34,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,2025-07-02T03:11:56.211660
28,?,HS-grad,9,Separated,?,Unmarried,White,Female,0,0,40,Mexico,2025-07-02T03:11:57.601296
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,2025-07-02T03:11:58.839738
30,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,37,United-States,2025-07-02T03:11:59.947967
49,Self-emp-inc,Masters,14,Divorced,Prof-specialty,Unmarried,White,Male,99999,0,80,Mexico,2025-07-02T03:12:00.952153
26,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,2025-07-02T03:12:01.882617
63,Private,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,2025-07-02T03:12:02.772616
36,Private,Assoc-acdm,12,Never-married,Transport-moving,Not-in-family,White,Male,0,0,55,Iran,2025-07-02T03:12:03.657023
63,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,2025-07-02T03:12:04.570933
22,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,10,United-States,2025-07-02T03:12:05.548264
40,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,2025-07-02T03:12:06.620406
31,Private,7th-8th,4,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,2025-07-02T03:12:07.814970
49,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Canada,2025-07-02T03:12:09.154685
35,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,13550,0,55,?,2025-07-02T03:12:10.656494
23,State-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,2025-07-02T03:12:12.330878
25,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,White,Male,27828,0,40,United-States,2025-07-02T03:12:14.181439
34,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,2025-07-02T03:12:16.204753
28,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,2025-07-02T03:12:18.390510
44,Self-emp-not-inc,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,2205,35,United-States,2025-07-02T03:12:20.721924
33,Private,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,2025-07-02T03:12:23.176404
21,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,2597,0,45,United-States,2025-07-02T03:12:25.726448
55,Private,11th,7,Married-civ-spouse,Other-service,Husband,Black,Male,0,1672,40,United-States,2025-07-02T03:12:28.340749
17,?,11th,7,Never-married,?,Own-child,White,Female,0,0,8,United-States,2025-07-02T03:12:30.985436
75,Self-emp-not-inc,HS-grad,9,Divorced,Sales,Not-in-family,White,Male,2346,0,15,United-States,2025-07-02T03:12:33.625427
61,Private,9th,5,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,2025-07-02T03:12:36.225826
53,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-02T03:12:38.753318
26,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,45,United-States,2025-07-02T03:12:41.177493
48,Private,Some-college,10,Widowed,Sales,Unmarried,White,Male,0,0,50,United-States,2025-07-02T03:12:43.472059
28,State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,2025-07-02T03:12:45.615893
30,?,Bachelors,13,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,0,0,50,Taiwan,2025-07-02T03:12:47.593880
29,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,2025-07-02T03:12:49.397517
25,Private,Some-college,10,Divorced,Tech-support,Own-child,White,Female,0,0,40,United-States,2025-07-02T03:12:51.025252
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,2025-07-02T03:12:52.482547
43,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,2025-07-02T03:12:53.781655
40,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,2025-07-02T03:12:54.941140
34,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,2025-07-02T03:12:55.985129
55,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,30,United-States,2025-07-02T03:12:56.942356
31,Local-gov,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Male,0,0,20,United-States,2025-07-02T03:12:57.845011
21,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,40,United-States,2025-07-02T03:12:58.727462
32,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,Italy,2025-07-02T03:12:59.624882
26,State-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,2463,0,50,India,2025-07-02T03:13:00.571847
26,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,2025-07-02T03:13:01.600957
44,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,2025-07-02T03:13:02.741539
49,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,52,United-States,2025-07-02T03:13:04.018474
21,?,HS-grad,9,Never-married,?,Own-child,Black,Female,0,1504,30,United-States,2025-07-02T03:13:05.451208
26,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,30,United-States,2025-07-02T03:13:07.052976
40,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,2025-07-02T03:13:08.830273
19,Self-emp-not-inc,11th,7,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,2025-07-02T03:13:10.782598
58,Private,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,2025-07-02T03:13:12.902471
61,Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,2025-07-02T03:13:15.175732
28,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Male,0,0,63,South,2025-07-02T03:13:17.582107
