age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
34,Private,Masters,10,Widowed,Exec-managerial,Husband,White,Female,0,0,50,United-States
40,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,39,41,Mexico
53,Private,Bachelors,9,Married-civ-spouse,Exec-managerial,Husband,White,Female,148,0,57,United-States
45,Private,11th,5,Married-civ-spouse,?,Husband,White,Male,415,0,38,Vietnam
21,Private,Bachelors,9,Never-married,Craft-repair,Husband,White,Male,933,43,34,United-States
25,Private,HS-grad,10,Divorced,Sales,Not-in-family,Other,Male,671,0,39,Guatemala
41,Self-emp-inc,Some-college,8,Never-married,Adm-clerical,Husband,Asian-Pac-Islander,Male,661,112,37,Poland
54,Self-emp-not-inc,Some-college,9,Never-married,Exec-managerial,Husband,White,Male,1450,51,41,United-States
56,Self-emp-not-inc,Doctorate,9,Married-civ-spouse,Craft-repair,Unmarried,White,Male,648,53,42,United-States
30,Self-emp-not-inc,Bachelors,13,Never-married,Sales,Husband,White,Male,0,0,62,United-States
48,Private,Bachelors,10,Married-civ-spouse,?,Husband,White,Female,0,0,39,United-States
44,Private,HS-grad,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,480,0,67,Puerto-Rico
37,Private,HS-grad,15,Never-married,Adm-clerical,Unmarried,White,Male,154,0,27,Philippines
55,Private,7th-8th,9,Divorced,Sales,Husband,White,Male,761,0,41,United-States
40,Private,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,43,United-States
41,Private,Some-college,3,Never-married,Prof-specialty,Husband,White,Female,0,0,40,United-States
27,Private,Assoc-voc,11,Widowed,Prof-specialty,Not-in-family,White,Male,0,0,41,United-States
26,Private,9th,14,Married-civ-spouse,Prof-specialty,Wife,White,Male,1686,78,9,United-States
34,Private,HS-grad,14,Never-married,Protective-serv,Not-in-family,White,Male,0,0,59,United-States
28,Private,Some-college,11,Never-married,Prof-specialty,Husband,White,Male,0,0,71,United-States
47,Private,11th,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
28,Private,HS-grad,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,178,1,39,United-States
53,Private,HS-grad,14,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,23,United-States
28,Private,Bachelors,6,Married-civ-spouse,Tech-support,Own-child,White,Male,927,7,42,United-States
58,Private,Some-college,9,Widowed,Adm-clerical,Husband,White,Male,271,25,19,United-States
37,State-gov,HS-grad,15,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,0,27,51,?
28,Local-gov,Some-college,9,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,671,0,46,United-States
23,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,99999,72,40,United-States
30,Private,Some-college,6,Divorced,Sales,Not-in-family,White,Female,0,66,41,United-States
23,Self-emp-not-inc,11th,10,Divorced,Transport-moving,Husband,White,Female,0,62,37,United-States
22,Private,11th,12,Married-civ-spouse,Adm-clerical,Husband,Black,Male,3775,37,36,United-States
25,Self-emp-not-inc,HS-grad,10,Never-married,Handlers-cleaners,Husband,White,Male,566,0,38,Nicaragua
43,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,0,39,United-States
27,Private,7th-8th,13,Married-civ-spouse,Adm-clerical,Not-in-family,Black,Female,794,66,41,United-States
25,Private,Bachelors,10,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,0,41,United-States
52,Private,HS-grad,6,Separated,Other-service,Unmarried,White,Female,1018,0,37,United-States
58,Private,Masters,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,21,36,United-States
42,Private,Some-college,10,Never-married,Prof-specialty,Husband,White,Male,0,0,59,United-States
38,Local-gov,Some-college,4,Never-married,Adm-clerical,Wife,White,Male,0,0,42,United-States
31,Federal-gov,9th,4,Widowed,Tech-support,Not-in-family,White,Male,0,76,39,United-States
35,Private,HS-grad,10,Married-civ-spouse,Craft-repair,Husband,White,Female,0,39,41,United-States
31,Private,Bachelors,10,Married-civ-spouse,Machine-op-inspct,Unmarried,White,Male,0,45,38,Portugal
19,Self-emp-not-inc,10th,15,Married-civ-spouse,Tech-support,Not-in-family,White,Female,0,0,53,United-States
30,Self-emp-not-inc,Some-college,10,Married-spouse-absent,?,Husband,White,Male,0,0,46,Mexico
30,Self-emp-inc,HS-grad,5,Married-civ-spouse,Prof-specialty,Wife,White,Male,13914,19,41,United-States
43,Private,HS-grad,4,Never-married,Prof-specialty,Unmarried,White,Male,0,20,39,United-States
20,Private,Bachelors,9,Divorced,Craft-repair,Husband,White,Male,0,86,46,United-States
29,Private,Masters,9,Never-married,Machine-op-inspct,Husband,White,Male,0,17,40,United-States
25,Private,HS-grad,10,Divorced,?,Not-in-family,Black,Male,1074,77,18,United-States
27,State-gov,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,271,30,36,Italy
31,?,Some-college,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,619,0,38,United-States
24,State-gov,Some-college,13,Never-married,Protective-serv,Wife,Black,Male,0,0,41,United-States
56,Private,HS-grad,10,Married-civ-spouse,Prof-specialty,Husband,White,Female,0,37,51,United-States
39,Local-gov,HS-grad,9,Married-civ-spouse,Sales,Unmarried,Black,Female,1500,0,36,United-States
25,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,145,0,50,United-States
59,Private,HS-grad,9,Never-married,Adm-clerical,Husband,Black,Male,313,0,40,United-States
37,Private,Bachelors,11,Married-civ-spouse,Craft-repair,Unmarried,White,Male,276,0,40,United-States
47,Private,Bachelors,8,Never-married,?,Not-in-family,White,Male,343,28,41,United-States
42,Private,11th,9,Never-married,Sales,Not-in-family,White,Male,0,0,46,United-States
20,State-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States
49,Private,Some-college,9,Married-civ-spouse,?,Not-in-family,White,Male,0,3,46,Philippines
33,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,474,22,38,United-States
31,Private,Some-college,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,24,United-States
18,Private,HS-grad,11,Divorced,Prof-specialty,Unmarried,White,Male,0,88,33,United-States
37,Self-emp-not-inc,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,5,39,United-States
48,Private,Assoc-voc,9,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,0,24,81,United-States
40,Private,Bachelors,9,Married-civ-spouse,Other-service,Wife,White,Female,0,41,41,United-States
55,Private,HS-grad,10,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Female,0,18,40,United-States
53,Private,Bachelors,10,Never-married,Adm-clerical,Own-child,White,Female,417,0,50,United-States
29,?,Masters,10,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,8302,0,40,United-States
37,Local-gov,Bachelors,10,Divorced,Craft-repair,Husband,White,Male,42,0,38,United-States
24,Private,HS-grad,9,Never-married,Sales,Husband,White,Male,999,0,37,United-States
28,Private,Assoc-voc,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,473,13,29,United-States
25,Private,HS-grad,10,Married-civ-spouse,Sales,Husband,White,Female,0,58,39,United-States
51,Private,Some-college,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Female,0,33,40,United-States
60,Private,Some-college,10,Separated,Prof-specialty,Not-in-family,White,Male,0,33,59,Puerto-Rico
61,Private,HS-grad,9,Divorced,?,Husband,White,Female,0,0,39,United-States
46,Private,HS-grad,9,Never-married,Sales,Husband,White,Male,0,23,39,United-States
34,Local-gov,11th,9,Never-married,Adm-clerical,Not-in-family,Black,Male,511,25,50,United-States
23,Private,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,Black,Male,0,1965,39,United-States
19,Private,Bachelors,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,213,1606,40,United-States
60,Self-emp-not-inc,Some-college,13,Never-married,Protective-serv,Unmarried,White,Female,0,81,17,United-States
43,Private,HS-grad,13,Never-married,?,Husband,Black,Female,208,6,39,United-States
45,State-gov,Bachelors,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,21,40,United-States
52,Private,HS-grad,9,Divorced,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,0,54,43,United-States
55,Private,11th,10,Never-married,Other-service,Own-child,White,Female,0,12,45,United-States
88,Private,Some-college,13,Never-married,Other-service,Husband,White,Female,1300,0,52,United-States
38,Private,Some-college,13,Divorced,Sales,Husband,Asian-Pac-Islander,Male,0,0,39,?
43,Private,HS-grad,13,Widowed,Exec-managerial,Unmarried,White,Male,9196,124,42,United-States
36,Private,Prof-school,13,Never-married,Craft-repair,Husband,Black,Male,0,5,44,United-States
21,Private,Some-college,7,Divorced,Exec-managerial,Husband,White,Male,0,32,41,United-States
22,Private,Some-college,14,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,50,United-States
61,Private,Doctorate,14,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,16,42,United-States
53,Private,Assoc-voc,15,Never-married,Prof-specialty,Husband,White,Female,1479,62,40,United-States
37,Private,HS-grad,15,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,0,0,45,United-States
17,Self-emp-not-inc,Some-college,9,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,959,10,38,United-States
46,Private,Some-college,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,1157,9,42,United-States
58,Private,Bachelors,10,Married-civ-spouse,Other-service,Husband,White,Female,0,15,36,United-States
39,Private,Some-college,3,Married-civ-spouse,Transport-moving,Husband,White,Male,25,98,41,United-States
50,Self-emp-not-inc,HS-grad,13,Married-civ-spouse,Sales,Not-in-family,White,Male,159,0,40,United-States
27,Private,HS-grad,15,Married-civ-spouse,Sales,Other-relative,White,Male,1634,0,41,United-States
60,?,Some-college,10,Never-married,Exec-managerial,Husband,White,Male,0,0,37,United-States
52,State-gov,Bachelors,9,Never-married,?,Own-child,White,Male,0,1997,41,United-States
25,Private,HS-grad,10,Married-civ-spouse,?,Husband,White,Male,0,7,52,United-States
46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,27,99,United-States
65,Private,HS-grad,14,Never-married,Prof-specialty,Husband,White,Male,0,0,33,United-States
26,Private,Some-college,14,Never-married,Sales,Not-in-family,White,Male,1119,5,31,United-States
27,Private,HS-grad,9,Never-married,Sales,Husband,White,Female,1628,0,43,Mexico
24,Private,HS-grad,9,Married-spouse-absent,Craft-repair,Unmarried,White,Male,431,1829,42,United-States
38,Private,HS-grad,9,Married-civ-spouse,Sales,Not-in-family,White,Male,302,0,43,Germany
44,Self-emp-not-inc,Masters,4,Divorced,Adm-clerical,Own-child,Black,Female,589,0,51,United-States
28,Self-emp-not-inc,HS-grad,14,Married-civ-spouse,Craft-repair,Husband,White,Female,0,1961,46,United-States
17,Local-gov,Bachelors,9,Divorced,Handlers-cleaners,Husband,White,Female,1195,70,35,United-States
36,Private,Bachelors,7,Never-married,Machine-op-inspct,Husband,White,Male,0,1747,40,United-States
23,Private,12th,9,Divorced,?,Husband,White,Female,0,0,42,United-States
18,Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,562,0,50,United-States
20,Private,1st-4th,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,13,41,Japan
71,Private,Assoc-voc,5,Never-married,Tech-support,Own-child,White,Male,2123,2125,40,United-States
66,Private,HS-grad,8,Married-civ-spouse,Priv-house-serv,Not-in-family,Black,Male,574,11,50,United-States
20,Private,Doctorate,8,Divorced,Machine-op-inspct,Own-child,White,Male,846,58,37,United-States
27,Private,HS-grad,9,Never-married,Adm-clerical,Husband,White,Male,0,22,40,United-States
78,Private,Some-college,10,Never-married,Sales,Unmarried,White,Male,3933,0,98,South
26,Private,11th,9,Never-married,Transport-moving,Husband,White,Female,697,8,52,United-States
31,Private,10th,6,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,1346,35,10,United-States
49,Private,Assoc-acdm,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,49,United-States
26,Private,Some-college,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,42,United-States
58,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,289,0,38,United-States
36,Private,HS-grad,11,Married-civ-spouse,Other-service,Husband,White,Male,315,72,22,United-States
33,Federal-gov,11th,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,29,United-States
35,Private,HS-grad,8,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,28,United-States
37,Local-gov,Some-college,9,Never-married,Farming-fishing,Wife,White,Male,169,0,23,United-States
62,Private,Masters,11,Divorced,Craft-repair,Not-in-family,Black,Male,265,0,49,Thailand
20,State-gov,HS-grad,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,0,0,38,United-States
41,Private,Assoc-acdm,8,Never-married,Prof-specialty,Husband,White,Female,4618,0,52,India
34,Private,Bachelors,9,Married-civ-spouse,Other-service,Husband,White,Male,810,0,40,United-States
37,Private,Assoc-acdm,7,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,0,0,61,United-States
32,Private,10th,10,Widowed,Adm-clerical,Husband,White,Male,0,82,46,United-States
37,Local-gov,HS-grad,10,Divorced,?,Not-in-family,White,Male,1207,7,56,United-States
38,Private,Assoc-acdm,9,Married-civ-spouse,Sales,Own-child,White,Female,1159,0,45,United-States
62,Self-emp-inc,HS-grad,10,Married-civ-spouse,Exec-managerial,Unmarried,White,Male,4030,0,64,United-States
50,Private,Masters,10,Never-married,Exec-managerial,Own-child,White,Female,753,0,41,United-States
44,Private,Bachelors,14,Divorced,Adm-clerical,Own-child,White,Male,0,5,37,United-States
26,Local-gov,Masters,11,Never-married,Farming-fishing,Not-in-family,White,Male,0,21,41,United-States
39,Private,Assoc-voc,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,13550,81,29,United-States
35,Private,HS-grad,15,Divorced,Tech-support,Not-in-family,White,Male,967,0,47,United-States
35,?,11th,10,Married-civ-spouse,?,Unmarried,White,Male,0,1962,42,United-States
32,?,Assoc-voc,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,0,59,40,United-States
39,Self-emp-not-inc,10th,9,Separated,Other-service,Husband,Black,Male,7484,0,41,Peru
21,Private,Masters,13,Never-married,Machine-op-inspct,Husband,White,Female,709,0,45,United-States
43,Private,HS-grad,10,Divorced,Sales,Unmarried,White,Female,453,0,57,United-States
46,?,Assoc-voc,10,Married-civ-spouse,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,983,1410,40,United-States
36,Private,HS-grad,10,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,20742,0,45,United-States
26,Private,HS-grad,10,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Female,1125,50,40,?
39,Private,HS-grad,9,Married-civ-spouse,Tech-support,Own-child,White,Male,13515,16,38,United-States
26,Private,11th,13,Never-married,Other-service,Unmarried,White,Female,0,0,26,United-States
57,Private,Masters,13,Widowed,Machine-op-inspct,Not-in-family,White,Male,4296,0,39,United-States
70,Federal-gov,HS-grad,10,Separated,Exec-managerial,Unmarried,White,Male,1353,14,31,United-States
34,Private,HS-grad,10,Divorced,?,Husband,White,Male,0,0,41,United-States
77,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,1690,41,26,United-States
68,Private,HS-grad,13,Never-married,Farming-fishing,Not-in-family,White,Female,304,0,39,Mexico
19,Private,Assoc-voc,12,Never-married,Prof-specialty,Own-child,White,Male,0,48,41,Guatemala
44,Local-gov,HS-grad,5,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,0,56,?
53,Private,10th,10,Never-married,Prof-specialty,Not-in-family,Black,Male,633,0,28,United-States
47,Private,Some-college,8,Married-civ-spouse,Craft-repair,Own-child,White,Female,0,1978,16,United-States
29,Private,HS-grad,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,41,United-States
22,Self-emp-not-inc,Bachelors,11,Never-married,Transport-moving,Husband,White,Male,139,4,39,United-States
34,Self-emp-inc,Bachelors,9,Married-civ-spouse,Other-service,Other-relative,Asian-Pac-Islander,Female,172,16,41,United-States
28,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,1645,0,27,United-States
26,?,Assoc-acdm,10,Married-civ-spouse,Other-service,Husband,White,Female,339,22,38,United-States
61,Private,HS-grad,12,Married-civ-spouse,Prof-specialty,Husband,Black,Female,0,34,18,United-States
32,Local-gov,Bachelors,12,Never-married,Craft-repair,Not-in-family,White,Male,0,13,56,United-States
28,Private,Some-college,13,Never-married,Adm-clerical,Husband,White,Female,1434,9,38,United-States
43,Private,10th,4,Married-civ-spouse,Other-service,Not-in-family,White,Male,0,24,42,?
40,Private,Bachelors,10,Married-civ-spouse,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,15527,0,51,United-States
21,State-gov,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,165,0,60,United-States
35,Private,12th,8,Never-married,Machine-op-inspct,Unmarried,White,Female,362,22,20,United-States
58,Private,Masters,12,Married-civ-spouse,?,Husband,White,Female,1203,0,40,United-States
55,Private,Assoc-voc,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,243,0,52,United-States
29,Private,Prof-school,9,Separated,Exec-managerial,Not-in-family,White,Male,703,0,35,United-States
52,Private,Bachelors,9,Never-married,Exec-managerial,Husband,Black,Male,7561,31,7,United-States
29,Private,Doctorate,13,Never-married,Tech-support,Husband,Black,Male,0,62,40,United-States
29,Private,HS-grad,10,Married-civ-spouse,Exec-managerial,Own-child,White,Male,425,28,29,United-States
40,Self-emp-not-inc,Assoc-voc,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,36,41,United-States
38,Private,Some-college,13,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,43,40,United-States
34,Self-emp-not-inc,Assoc-acdm,13,Widowed,Exec-managerial,Husband,White,Female,500,0,24,United-States
59,Self-emp-not-inc,Some-college,9,Separated,Handlers-cleaners,Not-in-family,White,Male,399,0,33,United-States
59,Private,Bachelors,9,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,311,24,38,United-States
29,Self-emp-not-inc,HS-grad,11,Widowed,Sales,Husband,White,Male,0,50,40,United-States
38,Private,Bachelors,9,Never-married,Adm-clerical,Husband,Black,Female,0,0,41,United-States
77,?,7th-8th,10,Married-civ-spouse,Other-service,Husband,White,Male,0,33,39,United-States
45,Local-gov,HS-grad,3,Divorced,Sales,Not-in-family,White,Male,2814,13,40,United-States
38,Local-gov,Some-college,10,Never-married,Exec-managerial,Husband,White,Female,764,0,41,United-States
56,Private,Some-college,10,Never-married,Prof-specialty,Husband,White,Female,752,0,49,Taiwan
51,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Own-child,White,Male,0,13,35,United-States
34,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Female,1266,0,37,United-States
28,Private,Masters,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,430,141,41,United-States
18,Self-emp-not-inc,HS-grad,14,Separated,?,Unmarried,White,Male,291,0,41,United-States
20,Private,Bachelors,9,Never-married,Exec-managerial,Husband,Black,Male,1735,0,38,United-States
35,Private,HS-grad,9,Never-married,Sales,Husband,White,Male,0,14,38,United-States
33,Private,Assoc-voc,14,Married-civ-spouse,Sales,Wife,White,Male,0,4,43,United-States
50,Private,Bachelors,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,25,39,United-States
39,Private,10th,10,Never-married,Exec-managerial,Other-relative,White,Male,0,0,41,United-States
25,Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Unmarried,Asian-Pac-Islander,Male,3045,0,66,United-States
53,Private,HS-grad,7,Never-married,Other-service,Husband,White,Male,4612,0,40,United-States
54,?,Some-college,13,Married-civ-spouse,Adm-clerical,Husband,White,Female,1906,41,39,United-States
38,Private,Assoc-voc,13,Separated,Adm-clerical,Own-child,White,Female,58,0,22,United-States
62,Self-emp-not-inc,HS-grad,10,Never-married,Exec-managerial,Unmarried,White,Male,0,21,50,United-States
27,Private,HS-grad,9,Never-married,Other-service,Husband,White,Female,1029,0,40,United-States
59,Private,HS-grad,7,Divorced,Sales,Other-relative,White,Male,658,7,45,United-States
45,Private,HS-grad,5,Never-married,Adm-clerical,Other-relative,White,Male,296,0,22,United-States
41,Private,Bachelors,9,Divorced,Sales,Own-child,White,Male,0,0,48,United-States
32,?,HS-grad,9,Married-civ-spouse,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,133,0,35,United-States
48,Private,11th,10,Never-married,Craft-repair,Own-child,White,Female,608,51,99,United-States
46,Private,HS-grad,10,Divorced,?,Husband,Black,Male,0,2,2,United-States
44,Private,Bachelors,10,Married-civ-spouse,Other-service,Husband,White,Male,2414,47,38,United-States
29,Private,Some-college,9,Never-married,Sales,Not-in-family,White,Male,618,0,45,United-States
36,Private,Some-college,10,Widowed,Machine-op-inspct,Not-in-family,White,Male,456,52,50,United-States
29,Private,Masters,16,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,3161,0,41,United-States
47,Private,HS-grad,9,Married-civ-spouse,?,Own-child,Asian-Pac-Islander,Female,0,0,49,United-States
55,Private,HS-grad,13,Divorced,Exec-managerial,Husband,White,Female,826,0,41,United-States
63,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Not-in-family,White,Male,988,0,46,United-States
39,Local-gov,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,3127,0,40,United-States
23,Self-emp-inc,HS-grad,9,Never-married,Exec-managerial,Other-relative,White,Male,14683,1635,42,United-States
21,Private,Masters,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States
17,Private,10th,10,Divorced,Craft-repair,Wife,White,Female,0,32,41,United-States
33,Private,Bachelors,8,Never-married,Prof-specialty,Unmarried,White,Male,0,37,39,United-States
34,Self-emp-not-inc,HS-grad,12,Married-civ-spouse,?,Husband,White,Male,0,0,41,Mexico
31,Local-gov,Masters,9,Divorced,Prof-specialty,Not-in-family,Black,Female,278,77,53,United-States
31,Private,Masters,9,Never-married,Exec-managerial,Not-in-family,White,Female,771,39,48,United-States
36,Private,Masters,9,Never-married,Craft-repair,Not-in-family,White,Male,1248,97,37,United-States
19,Private,HS-grad,5,Never-married,Craft-repair,Unmarried,Black,Male,6903,51,26,United-States
50,Self-emp-not-inc,Bachelors,14,Divorced,Other-service,Own-child,White,Male,0,88,42,United-States
34,Private,Assoc-acdm,6,Married-civ-spouse,Sales,Own-child,White,Male,726,19,60,United-States
28,Local-gov,11th,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,39,Mexico
23,Private,Prof-school,13,Married-civ-spouse,Handlers-cleaners,Not-in-family,White,Male,0,12,42,United-States
22,Self-emp-not-inc,Masters,9,Never-married,Machine-op-inspct,Husband,White,Female,0,0,42,United-States
38,Private,11th,14,Married-civ-spouse,Sales,Unmarried,White,Male,14872,0,60,United-States
47,Self-emp-not-inc,Some-college,14,Never-married,Tech-support,Not-in-family,Black,Male,1407,0,37,United-States
60,Private,HS-grad,11,Divorced,Sales,Husband,White,Female,0,45,39,United-States
21,Private,7th-8th,9,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,236,10,42,United-States
42,State-gov,Bachelors,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico
27,Private,Assoc-voc,10,Married-civ-spouse,Other-service,Husband,White,Male,924,0,20,United-States
41,Local-gov,Some-college,13,Never-married,Craft-repair,Not-in-family,Other,Male,750,0,40,United-States
34,Private,HS-grad,10,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,41,United-States
51,Private,HS-grad,8,Married-civ-spouse,Protective-serv,Unmarried,Black,Male,0,0,40,United-States
34,Private,HS-grad,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,824,0,40,United-States
34,Private,Assoc-acdm,11,Married-civ-spouse,Sales,Not-in-family,White,Male,0,0,54,United-States
39,Private,HS-grad,10,Married-civ-spouse,Other-service,Not-in-family,White,Female,0,1880,58,India
33,Private,HS-grad,6,Divorced,?,Own-child,White,Male,0,0,39,United-States
24,Private,Some-college,14,Never-married,Handlers-cleaners,Husband,White,Male,205,8,41,United-States
54,Private,Bachelors,9,Separated,Exec-managerial,Own-child,Asian-Pac-Islander,Male,629,0,39,United-States
44,Private,Some-college,13,Never-married,Prof-specialty,Husband,White,Male,278,50,39,United-States
37,Private,HS-grad,13,Married-civ-spouse,Other-service,Husband,White,Male,234,0,42,United-States
20,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States
32,Self-emp-not-inc,9th,7,Never-married,Other-service,Not-in-family,White,Male,125,0,55,Puerto-Rico
26,?,HS-grad,7,Divorced,Exec-managerial,Own-child,White,Male,0,8,66,United-States
46,State-gov,HS-grad,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,8,18,United-States
48,Private,Bachelors,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,1223,0,54,United-States
57,Self-emp-not-inc,Masters,12,Divorced,Craft-repair,Not-in-family,Other,Male,36,0,39,United-States
44,Private,HS-grad,9,Divorced,Adm-clerical,Husband,White,Male,0,18,41,Columbia
58,State-gov,HS-grad,10,Never-married,Handlers-cleaners,Husband,White,Female,0,28,49,United-States
57,Private,1st-4th,5,Divorced,Exec-managerial,Own-child,White,Male,0,0,41,United-States
52,Private,Bachelors,4,Never-married,Prof-specialty,Own-child,White,Female,1795,0,40,United-States
37,Private,Assoc-acdm,9,Never-married,Sales,Husband,White,Male,1888,0,44,United-States
37,Private,Bachelors,3,Divorced,Adm-clerical,Own-child,White,Male,540,12,37,United-States
38,Private,Bachelors,10,Never-married,Adm-clerical,Husband,White,Male,0,34,41,United-States
23,Private,12th,13,Widowed,Prof-specialty,Other-relative,White,Female,2352,7,39,United-States
48,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,Not-in-family,White,Female,0,0,38,United-States
29,Private,Bachelors,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,338,0,40,United-States
26,Private,HS-grad,11,Never-married,Prof-specialty,Not-in-family,White,Male,0,38,40,United-States
38,Private,HS-grad,11,Married-civ-spouse,Prof-specialty,Not-in-family,White,Female,0,1533,43,United-States
48,Private,Assoc-voc,10,Married-civ-spouse,Prof-specialty,Own-child,White,Female,200,0,41,United-States
28,?,Some-college,5,Widowed,Prof-specialty,Not-in-family,White,Male,309,67,39,United-States
38,Local-gov,Bachelors,10,Married-spouse-absent,Farming-fishing,Husband,White,Female,99999,54,40,United-States
67,Private,Assoc-voc,9,Married-civ-spouse,Craft-repair,Not-in-family,White,Female,1284,9,34,United-States
39,Private,Bachelors,13,Married-civ-spouse,Sales,Own-child,Black,Male,14979,0,50,United-States
18,State-gov,7th-8th,14,Married-civ-spouse,Craft-repair,Own-child,White,Male,699,0,51,United-States
29,Private,Masters,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,4,33,United-States
23,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,1114,98,48,Peru
59,Private,Bachelors,14,Divorced,Adm-clerical,Husband,White,Female,1187,48,39,United-States
25,Private,11th,10,Married-civ-spouse,Craft-repair,Not-in-family,Black,Male,0,41,39,United-States
42,Private,11th,9,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,323,0,29,El-Salvador
17,Private,Bachelors,10,Married-civ-spouse,Farming-fishing,Unmarried,White,Female,0,0,45,United-States
34,Private,12th,10,Never-married,Sales,Husband,Black,Male,0,0,41,United-States
