age,workclass,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country
28,?,12th,8,Married-civ-spouse,?,Wife,White,Female,0,0,20,Germany
79,Federal-gov,Doctorate,16,Widowed,Exec-managerial,Not-in-family,White,Male,0,0,6,United-States
56,Private,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Italy
53,Private,Assoc-voc,11,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,Cuba
58,?,5th-6th,3,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
31,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
45,Private,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
47,Private,Masters,14,Separated,Tech-support,Not-in-family,White,Male,27828,0,40,United-States
73,Private,1st-4th,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1735,20,United-States
19,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,30,Japan
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
66,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States
47,Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,0,1669,40,United-States
44,Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,?
33,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,50,United-States
21,Private,Some-college,10,Never-married,Farming-fishing,Own-child,Black,Male,0,0,10,United-States
41,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States
61,Private,10th,6,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
62,State-gov,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States
59,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,1762,30,United-States
27,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
47,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States
48,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
27,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States
24,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States
64,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States
32,Private,HS-grad,9,Never-married,Transport-moving,Own-child,White,Female,0,0,35,United-States
57,Local-gov,7th-8th,4,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States
74,State-gov,Doctorate,16,Never-married,Prof-specialty,Other-relative,White,Female,0,3683,20,United-States
75,Self-emp-not-inc,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,15831,0,50,United-States
65,Private,HS-grad,9,Married-spouse-absent,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,South
59,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,40,United-States
33,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
28,Local-gov,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States
35,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
31,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico
52,Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
76,Private,HS-grad,9,Widowed,Other-service,Unmarried,White,Female,0,0,33,United-States
58,Private,5th-6th,3,Divorced,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,United-States
35,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,32,United-States
75,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States
28,Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States
21,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
76,Self-emp-not-inc,9th,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States
40,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
40,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
80,Local-gov,HS-grad,9,Widowed,Other-service,Unmarried,Amer-Indian-Eskimo,Female,0,0,32,United-States
81,Self-emp-not-inc,1st-4th,2,Widowed,Sales,Other-relative,White,Male,0,0,45,Mexico
30,Private,7th-8th,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
60,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States
30,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
42,Local-gov,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,4650,0,35,United-States
32,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States
53,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,7688,0,48,Taiwan
48,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
56,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines
60,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
58,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3103,0,25,United-States
65,?,HS-grad,9,Widowed,?,Other-relative,White,Female,0,0,25,United-States
88,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
72,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,16,United-States
31,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States
42,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
90,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,South
52,Self-emp-not-inc,10th,6,Divorced,Other-service,Own-child,White,Female,0,0,27,United-States
81,?,Some-college,10,Widowed,?,Unmarried,White,Female,0,0,4,United-States
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States
44,Private,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,0,38,United-States
41,Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,Japan
66,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States
49,Self-emp-not-inc,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,32,United-States
80,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States
53,Private,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,Black,Male,0,0,32,United-States
59,Federal-gov,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States
78,?,HS-grad,9,Widowed,?,Not-in-family,White,Male,0,0,40,United-States
31,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,Canada
22,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
54,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
46,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,45,United-States
66,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
73,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States
52,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
43,Federal-gov,Assoc-voc,11,Divorced,Handlers-cleaners,Unmarried,Black,Male,0,1726,40,United-States
79,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
43,Local-gov,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,20,United-States
22,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States
50,Private,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,7298,0,40,United-States
28,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
44,Private,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
59,Private,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Male,0,0,60,United-States
18,Private,5th-6th,3,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States
47,State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
71,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,3432,0,20,United-States
34,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,1408,38,United-States
70,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,2653,0,70,United-States
29,Private,11th,7,Separated,Other-service,Unmarried,Black,Female,0,0,40,United-States
73,Local-gov,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Female,0,0,11,United-States
19,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,40,United-States
27,Local-gov,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States
65,?,Some-college,10,Married-civ-spouse,?,Husband,White,Male,0,0,50,United-States
73,Private,11th,7,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
44,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States
74,Private,1st-4th,2,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0,15,United-States
40,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States
30,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States
83,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2392,55,United-States
27,State-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States
25,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,Mexico
37,Federal-gov,Assoc-acdm,12,Never-married,Protective-serv,Not-in-family,Black,Male,0,0,42,United-States
78,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,1,United-States
75,Private,5th-6th,3,Widowed,Other-service,Unmarried,Black,Male,0,0,10,United-States
37,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
44,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines
29,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States
68,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
54,Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,80,United-States
35,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,38,United-States
76,?,HS-grad,9,Widowed,?,Not-in-family,White,Female,0,0,25,United-States
42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States
58,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,20,United-States
47,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
38,Private,Some-college,10,Separated,Machine-op-inspct,Not-in-family,White,Male,0,2258,55,United-States
17,Local-gov,11th,7,Never-married,Prof-specialty,Own-child,Black,Male,0,0,15,United-States
17,Private,10th,6,Never-married,Sales,Unmarried,White,Female,0,0,12,United-States
78,Private,5th-6th,3,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,0,0,36,United-States
72,Self-emp-not-inc,Bachelors,13,Widowed,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States
48,Self-emp-not-inc,11th,7,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States
20,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
28,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States
39,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States
66,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
45,Private,HS-grad,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
59,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States
22,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,36,United-States
61,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
48,Self-emp-inc,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
38,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
44,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
68,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,8,United-States
66,Private,5th-6th,3,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Female,0,0,40,Puerto-Rico
72,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,36,United-States
51,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,15024,0,40,United-States
48,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
48,Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,54,United-States
48,Private,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
21,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,55,United-States
44,Federal-gov,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,2354,0,40,United-States
23,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States
69,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States
56,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
20,Private,9th,5,Never-married,Adm-clerical,Unmarried,Black,Female,114,0,20,United-States
48,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2002,40,United-States
77,Self-emp-inc,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
24,Private,9th,5,Divorced,Other-service,Own-child,White,Female,0,0,35,United-States
43,Private,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,3325,0,40,United-States
22,Private,9th,5,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States
44,Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
80,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States
23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,35,United-States
79,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
50,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,39,United-States
70,State-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States
27,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States
69,Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,20051,0,15,United-States
53,Private,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
22,Private,HS-grad,9,Separated,Other-service,Other-relative,White,Male,0,0,35,United-States
75,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,36,United-States
57,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
58,Private,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,65,United-States
30,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,White,Female,0,0,40,United-States
79,Local-gov,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States
38,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States
43,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,United-States
32,Private,Bachelors,13,Never-married,Tech-support,Not-in-family,Other,Male,0,0,40,United-States
43,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,50,Outlying-US(Guam-USVI-etc)
23,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
59,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
60,?,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
27,Private,Bachelors,13,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States
37,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
26,Private,Bachelors,13,Never-married,Other-service,Other-relative,White,Male,0,0,15,United-States
82,Private,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,4356,18,United-States
53,Federal-gov,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States
65,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,25,United-States
63,Federal-gov,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States
63,Private,Assoc-voc,11,Divorced,Other-service,Not-in-family,White,Female,0,0,20,United-States
48,Private,Assoc-acdm,12,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States
40,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States
32,Private,HS-grad,9,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States
73,?,1st-4th,2,Married-civ-spouse,?,Husband,White,Male,0,0,40,Portugal
81,Private,Prof-school,15,Married-civ-spouse,Farming-fishing,Husband,White,Male,10605,0,2,United-States
59,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
17,Private,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,United-States
22,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,2205,40,United-States
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States
70,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,5,United-States
84,Private,HS-grad,9,Widowed,Priv-house-serv,Not-in-family,White,Female,0,0,40,England
46,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States
65,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,1086,0,60,United-States
21,?,Assoc-acdm,12,Never-married,?,Own-child,White,Female,0,0,40,United-States
57,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States
55,Self-emp-inc,10th,6,Widowed,Transport-moving,Not-in-family,White,Male,0,0,40,United-States
18,Self-emp-inc,HS-grad,9,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,30,India
41,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States
41,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,1831,0,40,Peru
24,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States
31,State-gov,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
59,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
88,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,1816,50,?
37,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States
61,?,1st-4th,2,Widowed,?,Not-in-family,White,Female,0,0,18,Mexico
46,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States
31,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States
30,Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,0,0,32,United-States
77,Self-emp-not-inc,12th,8,Divorced,Transport-moving,Not-in-family,White,Male,0,0,12,United-States
22,Private,10th,6,Never-married,Transport-moving,Not-in-family,Amer-Indian-Eskimo,Male,0,0,84,United-States
57,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States
71,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,2489,15,United-States
46,Private,HS-grad,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States
66,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1258,20,United-States
50,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,50,United-States
28,Private,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,40,United-States
25,Private,Some-college,10,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,0,0,40,Cambodia
25,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States
81,Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States
19,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,10,United-States
23,?,Bachelors,13,Never-married,?,Own-child,White,Male,0,0,42,United-States
64,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
69,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States
19,Private,HS-grad,9,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Female,0,0,35,United-States
63,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
40,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States
81,?,Bachelors,13,Widowed,?,Not-in-family,White,Male,0,0,5,United-States
82,?,10th,6,Widowed,?,Not-in-family,White,Male,0,0,20,United-States
27,Private,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States
66,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States
30,Private,Some-college,10,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,20,United-States
42,Private,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States
60,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,38,United-States
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
55,Local-gov,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,15,United-States
46,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,0,0,15,United-States
23,Private,9th,5,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States
20,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States
61,Private,10th,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States
55,Private,9th,5,Divorced,Machine-op-inspct,Not-in-family,White,Male,10520,0,60,United-States
48,Private,1st-4th,2,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,45,China
73,Self-emp-not-inc,Some-college,10,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,75,United-States
35,Federal-gov,Bachelors,13,Separated,Tech-support,Unmarried,White,Male,0,0,40,United-States
77,?,Some-college,10,Separated,?,Not-in-family,White,Male,0,0,2,United-States
19,Without-pay,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States
43,Self-emp-not-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,20,United-States
26,Private,HS-grad,9,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,30,United-States
55,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,8,United-States
61,Private,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States
64,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States
35,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
59,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,England
63,?,10th,6,Widowed,?,Not-in-family,Black,Male,0,0,40,United-States
52,Private,HS-grad,9,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,0,0,20,Mexico
59,State-gov,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2179,40,United-States
66,Self-emp-inc,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States
42,Private,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States
58,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States
33,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States
53,Private,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,White,Female,0,0,48,United-States
47,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
30,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,United-States
53,State-gov,Doctorate,16,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States
49,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,Canada
38,Private,Assoc-acdm,12,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States
45,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States
26,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,2258,45,United-States
80,?,Assoc-acdm,12,Married-civ-spouse,?,Husband,White,Male,0,0,4,United-States
37,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States
25,Private,HS-grad,9,Never-married,Protective-serv,Other-relative,White,Male,0,0,40,United-States
17,?,11th,7,Never-married,?,Own-child,White,Female,0,0,20,England
36,Local-gov,Bachelors,13,Divorced,Other-service,Own-child,White,Male,0,0,40,United-States
34,Private,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States
49,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States
65,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,15,United-States
